City,Price,Day,Room Type,Shared Room,Private Room,Person Capacity,Superhost,Multiple Rooms,Business,Cleanliness Rating,Guest Satisfaction,Bedrooms,City Center (km),Metro Distance (km),Attraction Index,Normalised Attraction Index,Restraunt Index,Normalised Restraunt Index
Paris,242.7998881536024,Weekday,Private room,False,True,2.0,False,0,0,10.0,97.0,1,1.0735496100208106,0.139356720584975,487.3392101008357,23.72350852403748,1209.716796355115,71.08239873015224
Paris,845.6053686270855,Weekday,Entire home/apt,False,False,4.0,False,0,1,8.0,80.0,1,3.845006723080816,0.2900805760028714,486.8988497924302,23.70207193261701,924.179768118248,54.30437518405476
Paris,277.9849007363221,Weekday,Private room,False,True,2.0,True,1,0,10.0,96.0,1,0.231161147860463,0.3120669946590502,606.9325677447677,29.545272873548857,1298.3076899420282,76.28795861059625
Paris,301.053220244198,Weekday,Entire home/apt,False,False,2.0,True,0,0,10.0,97.0,0,2.7046800565100027,0.1819056416017648,548.9789769334755,26.72411160206857,1039.7833613047535,61.09718878330423
Paris,301.053220244198,Weekday,Entire home/apt,False,False,2.0,False,0,0,10.0,97.0,1,1.0200214526113025,0.350933295010764,764.5054193350937,37.21586619003271,1369.6770782096369,80.48159081381151
Paris,382.1418585143071,Weekday,Private room,False,True,2.0,False,1,0,10.0,90.0,1,1.550722599721429,0.1877237151925704,475.0866631144488,23.127058665606064,1205.1474728941062,70.8139073996515
Paris,336.00521949855533,Weekday,Entire home/apt,False,False,2.0,False,0,0,9.0,87.0,1,1.6927020388337328,0.1777905502879638,599.8247933688547,29.19926881210874,1364.6854188068007,80.18828321895411
Paris,484.2016963370305,Weekday,Entire home/apt,False,False,2.0,False,0,0,10.0,96.0,1,0.8232619419926955,0.2393010939948618,494.1296515738344,24.05406492669863,1209.148338601368,71.04899641579664
Paris,435.5019107092926,Weekday,Entire home/apt,False,False,4.0,False,0,1,9.0,80.0,1,1.2423047865701249,0.0695317642585102,506.9295923791597,24.67716173177508,1279.3332612382962,75.17302996708291
Paris,463.46351011277847,Weekday,Entire home/apt,False,False,4.0,False,0,0,10.0,93.0,1,3.250984870334394,0.2201206009577099,542.4191554234067,26.40478170148848,953.6330346024688,56.03503548276672
Paris,318.29620654301425,Weekday,Entire home/apt,False,False,2.0,False,0,0,9.0,94.0,0,1.0905859817014636,0.193038294464377,745.5673263633112,36.29396620592896,1364.2284603562457,80.16143255201841
Paris,287.07242054245506,Weekday,Private room,False,True,2.0,False,1,0,10.0,94.0,1,2.261274270190635,0.1118125756746077,421.34722054013,20.51104071021708,1123.7138902710135,66.02890779686822
Paris,305.71348681144565,Weekday,Private room,False,True,2.0,False,0,0,9.0,83.0,1,2.0521278096134616,0.0822563181511223,677.9602039310798,33.00287426819051,1008.8340219127224,59.278619933365405
Paris,815.7796625967005,Weekday,Entire home/apt,False,False,6.0,False,0,1,10.0,88.0,2,1.188609506718735,0.148942305528668,463.63419178464864,22.569556220527627,1138.0544804629808,66.87155423537557
Paris,968.403392674061,Weekday,Entire home/apt,False,False,6.0,False,0,1,10.0,97.0,2,1.0047808657423136,0.2282847583544446,430.7104723024422,20.96684065077585,1079.2168761755518,63.41428385532686
Paris,968.403392674061,Weekday,Entire home/apt,False,False,6.0,False,0,1,10.0,97.0,2,1.16089101957288,0.1363582064178941,414.72301503988416,20.18857661869129,1068.856616629104,62.80551980224654
Paris,469.0558299934757,Weekday,Entire home/apt,False,False,4.0,False,0,1,9.0,89.0,2,0.5491368226297231,0.1211720217144233,520.2777770472137,25.326946863341824,1183.3575283575108,69.53354034967339
Paris,373.98639202162366,Weekday,Entire home/apt,False,False,2.0,True,0,0,10.0,98.0,1,1.8657458952868613,0.2666448231440855,384.68439134148696,18.72630653947515,1042.6705872217133,61.26684084110131
Paris,287.3054338708174,Weekday,Entire home/apt,False,False,2.0,False,0,1,9.0,91.0,1,1.2713071391793795,0.1969832426318681,477.821055468937,23.26016796398643,1190.6878110422497,69.96426436555154
Paris,619.815453443937,Weekday,Entire home/apt,False,False,6.0,False,0,1,10.0,92.0,2,0.8987935352912475,0.2445527414910375,450.9730591401714,21.953216549945665,1087.0509257138538,63.874608978224366
Paris,382.1418585143071,Weekday,Entire home/apt,False,False,4.0,False,0,0,10.0,97.0,1,1.5401525941431324,0.085476179219064,698.2308926545397,33.989644564427515,1418.3099399504688,83.3392352476707
Paris,426.4143909031597,Weekday,Entire home/apt,False,False,3.0,False,0,0,9.0,97.0,2,1.735111908350752,0.3268607830905352,813.5059160664804,39.60119385871875,1083.7532682625497,63.68084015354132
Paris,486.5318296206543,Weekday,Entire home/apt,False,False,4.0,False,0,0,9.0,95.0,0,0.3210260908442157,0.3129669708443404,778.0671512015331,37.87604672725568,1181.9799587524667,69.45259499763785
Paris,169.63370304781435,Weekday,Entire home/apt,False,False,2.0,True,0,0,10.0,95.0,0,0.9431780258015048,0.3667480874681019,440.3807569607529,21.437586849247825,1090.4586294359797,64.07484407081812
Paris,289.4025538260789,Weekday,Entire home/apt,False,False,2.0,False,0,0,8.0,88.0,0,0.7988190800513525,0.2573480343013877,475.5591091966626,23.15005718168325,1144.291114692736,67.23801597451094
Paris,833.9547022089664,Weekday,Private room,False,True,4.0,False,0,1,9.0,92.0,2,1.0090501853284664,0.2349605690867321,427.0798137980426,20.79010141824176,1069.8139467058363,62.86177207421275
Paris,632.3981731755057,Weekday,Entire home/apt,False,False,6.0,False,0,1,9.0,84.0,2,0.855194712630174,0.4455701873584359,453.83649286513264,22.09260753875627,1069.2417219174204,62.82814841064455
Paris,697.4088917886103,Weekday,Private room,False,True,4.0,False,0,1,10.0,92.0,1,2.7077633809973403,0.2650603776942136,562.9150798932745,27.402516397960635,1015.805193432469,59.68824274349414
Paris,428.5115108584211,Weekday,Private room,False,True,3.0,False,0,1,9.0,82.0,1,2.707753900773433,0.2650586307049005,562.9176928660322,27.40264359659396,1015.8091044372176,59.68847255232197
Paris,312.7038866623171,Weekday,Entire home/apt,False,False,2.0,False,0,0,9.0,93.0,0,0.5760928605670635,0.0930472805042513,512.0496091152199,24.92640242114216,1115.5970367288735,65.55196524167263
Paris,366.0639388573027,Weekday,Entire home/apt,False,False,3.0,False,0,1,9.0,90.0,0,2.385525246348725,0.1226321842237362,552.5900575039327,26.89989778737573,1125.4647856294032,66.13178959728204
Paris,689.253425295927,Weekday,Entire home/apt,False,False,2.0,True,0,1,10.0,98.0,1,3.1451743465433606,0.2791492536421506,502.1302738094358,24.44353252107632,946.9360897029658,55.641526101848285
Paris,423.8512442911735,Weekday,Private room,False,True,2.0,False,0,1,10.0,90.0,1,0.9052381206341676,0.3947869776876415,445.3608611530199,21.68001664313081,1067.3245631957989,62.71549705200433
Paris,318.29620654301425,Weekday,Entire home/apt,False,False,2.0,False,0,0,9.0,88.0,1,1.806810160382655,0.1253490758437555,357.7363769589716,17.414486280281952,957.1806793674208,56.2434934462298
Paris,474.6481498741728,Weekday,Entire home/apt,False,False,4.0,True,0,1,10.0,97.0,1,1.9104681080975776,0.0587141874178761,777.0103764520059,37.82460328856088,1194.1679289581712,70.16875448263748
Paris,660.1267592506291,Weekday,Entire home/apt,False,False,3.0,True,0,0,10.0,97.0,1,0.729763580122559,0.1062250699659484,615.4444464980439,29.959628262923623,1359.2769330685448,79.87048310166105
Paris,263.7710877062168,Weekday,Entire home/apt,False,False,2.0,False,0,1,9.0,92.0,0,1.45207109046346,0.1544711436099105,446.22455371242006,21.7220609058751,1127.9461517969046,66.2775935241559
Paris,606.7667070556436,Weekday,Entire home/apt,False,False,5.0,False,0,1,10.0,100.0,1,2.1849244591772226,0.1088582798220494,626.5571055172256,30.50058875923117,1257.180675125671,73.87135426603774
Paris,291.7326871097027,Weekday,Entire home/apt,False,False,2.0,False,1,0,9.0,90.0,1,1.470104231986,0.1050496628771951,424.349137052241,20.657172994440167,1120.5284347728757,65.84173190699218
Paris,589.7567340851897,Weekday,Entire home/apt,False,False,6.0,False,0,1,9.0,85.0,1,1.7865255523730286,0.1218059298533727,618.9897196050308,30.13221096308485,1074.052227079979,63.11081146623634
Paris,555.9698014726442,Weekday,Entire home/apt,False,False,2.0,False,0,1,9.0,86.0,0,1.5010833109477129,0.1197810763764085,446.3018057741788,21.7258215102091,1142.420173992372,67.1280803653961
Paris,422.91919097772393,Weekday,Entire home/apt,False,False,2.0,True,0,1,10.0,98.0,1,0.8175393566865582,0.0941621165628092,784.129231148178,38.17114673625736,1489.7016247973422,87.53417758755795
Paris,469.0558299934757,Weekday,Entire home/apt,False,False,5.0,False,1,0,8.0,88.0,1,0.6097926030409977,0.3183006909970405,541.554193088502,26.362675626500508,1168.846021211795,68.68085091011598
Paris,524.746015472085,Weekday,Entire home/apt,False,False,5.0,False,0,1,9.0,95.0,1,1.1895763877092065,0.1363498699590096,459.46209494397874,22.366459952237904,1126.397563061475,66.18659916721839
Paris,921.1016870164974,Weekday,Entire home/apt,False,False,6.0,False,0,1,10.0,95.0,2,1.164845883218314,0.1959898101600652,479.6549657570959,23.34944209882252,1191.782774237945,70.02860389584968
Paris,880.5573678814428,Weekday,Entire home/apt,False,False,2.0,False,0,1,9.0,93.0,1,1.1837402177493352,0.1771999042506515,722.9808128567635,35.19446233963836,1608.162723113545,94.49489686490875
Paris,486.2988162922919,Weekday,Entire home/apt,False,False,4.0,False,0,1,9.0,91.0,1,2.5881974089995707,0.1675247586042116,510.9304328956096,24.871921299911765,1068.6003686452975,62.79046278938735
Paris,434.3368440674807,Weekday,Entire home/apt,False,False,2.0,False,0,0,10.0,100.0,1,1.0005835755138404,0.2943224641966069,424.1863133647691,20.6492467922024,1073.503402918977,63.07856281269806
Paris,284.9753005871936,Weekday,Entire home/apt,False,False,2.0,True,0,0,10.0,93.0,1,0.8711108211081108,0.0522761377701477,751.545654755811,36.58498921749747,1349.1147880890353,79.27336016878654
Paris,393.79252493242615,Weekday,Private room,False,True,4.0,False,0,0,8.0,87.0,1,3.794679540725772,0.2289303211172115,469.7669158782018,22.868095162795125,901.8671444647714,52.99329575122306
Paris,405.4431913505453,Weekday,Private room,False,True,2.0,False,0,1,10.0,88.0,1,2.7077730934108484,0.2650696388577978,562.9137577589154,27.402452036905565,1015.7996631479444,59.68791778653657
Paris,287.3054338708174,Weekday,Entire home/apt,False,False,2.0,False,0,1,9.0,92.0,0,1.3052973945735564,0.1543599850427506,481.6708180299062,23.4475731081606,1296.7643267840174,76.19727130616789
Paris,230.9162084071209,Weekday,Entire home/apt,False,False,2.0,False,1,0,10.0,94.0,0,1.111599512062068,0.2156855932579889,391.00904944920296,19.034188764874123,1012.8583137532364,59.51508545825174
Paris,577.8730543387082,Weekday,Entire home/apt,False,False,2.0,False,1,0,9.0,93.0,0,1.9177035159062907,0.2844686985651027,1397.0399663985056,68.0074347894527,1051.5276633669262,61.787278533654046
Paris,973.7626992263956,Weekday,Entire home/apt,False,False,5.0,False,0,1,9.0,96.0,2,3.275414148236681,0.252299340756776,531.5312573780725,25.874762493647825,955.4616236154136,56.14248252634199
